,business_id,name,city,state,categories
21994,bLRniXOqbySqRKnR_2meJg,Subway,New Orleans,LA,"Specialty Food, Fruits & Veggies, Food, Sandwiches, Restaurants, Fast Food"
21995,Ys9paLTObAmjju3zqF11_Q,Subway,Meridian,ID,"Sandwiches, Restaurants, Fast Food"
21996,XknKecdEfCLG50ucz64a2A,Subway,Reno,NV,"Restaurants, Sandwiches, Fast Food"
21997,hNuRKVOgigDdcvwqH7v8Jw,Subway,New Orleans,LA,"Breakfast & Brunch, Restaurants, Food, Specialty Food, Sandwiches, Fast Food, Fruits & Veggies"
21998,y98y26WYSZqYCLXH-uQRLA,Subway,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food"
21999,BQdg19sukvw90QJ4tbY-BA,Subway,Pleasant View,TN,"Fast Food, Sandwiches, Restaurants"
22000,6m_4mndX68YhS7daKo_5_g,Subway,Kenner,LA,"Fast Food, Sandwiches, Restaurants"
22001,Yn6YpvotFLYofHSHEqwOiw,Subway,New Port Richey,FL,"Sandwiches, Home Services, Painters, Local Services, Restaurants, Fast Food"
22002,WRphxfyuFw7EXdwAidFbRA,Subway,Odessa,FL,"Sandwiches, Restaurants, Fast Food"
22003,YnAlDbAGvBD8c4oSO8BVKA,Subway,Indianapolis,IN,"Restaurants, Soup, Salad, Sandwiches, Fast Food"
22004,gaa1fQD2ts9pNL2tvHXLOA,Subway,Tucson,AZ,"Fast Food, Restaurants, Sandwiches"
22005,-TvJ8KJdXus3_o6uvG2GHQ,Subway,New Orleans,LA,"Sandwiches, Restaurants, Fast Food"
22006,gi90NMmRhzl8vzM83UNOVA,Subway,Tampa,FL,"Food, Sandwiches, Restaurants, Fast Food"
22007,TyT9JIoRkAzQHXH5sxkAUw,Subway,New Orleans,LA,"Restaurants, Sandwiches, Fast Food"
22008,mwRqQENSKmBIGZEfWRzX5g,Subway,Brentwood,TN,"Restaurants, Fast Food, Sandwiches"
22009,JFxxuEeK8N2RghRQMAnYAg,Subway,Oro Valley,AZ,"Sandwiches, Restaurants, Fast Food"
22010,ux3DPp2_VDqWH1jO6Ic-vg,Subway,Indianapolis,IN,"Sandwiches, Restaurants, Fast Food"
22011,_BHoE-gDzOeT2fa8pjQy9g,Subway,Clayton,MO,"Sandwiches, Restaurants, Fast Food"
22012,qJsbhljm1ccXy5H826o6Og,Subway,Garden City,ID,"Sandwiches, Fast Food, Restaurants"
22013,5wo7nNHOvfzt2c-PG0BUKQ,Subway,Nashville,TN,"Sandwiches, Restaurants, Fast Food"
22014,i8F7QkAedeIvcSN81evTRA,Subway,Tampa,FL,"Sandwiches, Restaurants, Fast Food"
22015,jZUZBfnCg-8ZmwJ5jfVW8Q,Subway,Tampa,FL,"Restaurants, Sandwiches, Fast Food"
22016,YQfU5p1kRRaetzeseaM22Q,Subway,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food"
22017,NqLpZogLUgEQOeU7kj6cbw,Subway,Pinellas Park,FL,"Sandwiches, Restaurants, Fast Food"
22018,ccW1MsjPwnoJVMGk4Bvsbw,Subway,Tucson,AZ,"Restaurants, Sandwiches, Fast Food"
22019,Bba7WRlq1LYFhzxMHbSMsw,Subway,Tampa,FL,"Restaurants, Sandwiches, Fast Food"
22020,FjVAwrTr0AMfs78pDLamtA,Subway,Goleta,CA,"Fast Food, Restaurants, Sandwiches"
22021,ZR0djeQOJnCo5MezS6giow,Subway,Riverview,FL,"Restaurants, Sandwiches, Delis, Fast Food"
22022,qz4SK1mmJlJs2m6hlsNlYA,Subway,Boise,ID,"Restaurants, Sandwiches, Fast Food"
22023,rbsvykOaueH9cJES_ZHmUQ,Subway,Lansdale,PA,"Restaurants, Fast Food, Sandwiches"
22024,kJvvhsdGvo4r6tDK7xMQSQ,Subway,King of Prussia,PA,"Restaurants, Sandwiches, Fast Food"
22025,pGClhsiHzR_YRCmXoc015Q,Subway,Franklin,TN,"Restaurants, Fast Food, Sandwiches"
22026,0DpVMoXMvN7vtGDCzNy57w,Subway,Seminole,FL,"Restaurants, Sandwiches, Fast Food"
22027,Rx6eQL9PdxJK8wgCbKDu-A,Subway,Arnold,MO,"Sandwiches, Fast Food, Restaurants"
22028,k4N2kmUrKw7tq65d1MheMA,Subway,Tarpon Springs,FL,"Restaurants, Fast Food, Sandwiches"
22029,4eFOGnHxVgVet0gUSF7cXg,Subway,Plainfield,IN,"Sandwiches, Restaurants, Fast Food"
22030,nSdX0u7XiCItLQNTtlsmUw,Subway,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food"
22031,MMe-OJeHIgRTulqKPJ-QVg,Subway,Nashville,TN,"Restaurants, Sandwiches, Fast Food"
22032,3O3HU-mTvl4AJkT7KH0ApA,Subway,Berwyn,PA,"Restaurants, Fast Food, Sandwiches"
22033,JbdGiAzMBRZdXIlDVISeBQ,Subway,New Orleans,LA,"Restaurants, Sandwiches, Fast Food"
22034,tZPmtEI7zFaCPyhpy-mrHg,Subway,Tucson,AZ,"Restaurants, Sandwiches, Fast Food"
22035,pBKO-eMXA7x1zOqyYEPMVg,Subway,Edmonton,AB,"Restaurants, Sandwiches, Fast Food"
22036,Z2E4P9ntSaQ9hHC6VffCnQ,Subway,Largo,FL,"Sandwiches, Fast Food, Restaurants"
22037,W4eCcwkxWoy2-uV8-aFmlw,Subway,Indianapolis,IN,"Fast Food, Restaurants, Sandwiches"
22038,DKKsai_kuH5yLrDHZU8NYQ,Subway,Tucson,AZ,"Restaurants, Sandwiches, Salad, Fast Food"
22039,bJ7_F_3uesqOPvSK8W8TxQ,Subway,Indianapolis,IN,"Sandwiches, Restaurants, Fast Food"
22040,2GtknyMaIwV3VHGZ8l_7NQ,Subway,O'Fallon,IL,"Sandwiches, Restaurants, Fast Food"
22041,wu53SqfBAoJMQWILHlDe9w,Subway,Edmonton,AB,"Fast Food, Sandwiches, Restaurants"
22042,kqUBcSMZPn_-ftPBU2Ipyg,Subway,Metairie,LA,"Restaurants, Sandwiches, Fast Food"
22043,yheGRZWHC-RJoKlqepj0hw,Subway,Troy,IL,"Fast Food, Sandwiches, Restaurants"
22044,A3xLUQ70z8Vjsr-IeUdlWQ,Subway,Holiday,FL,"Fast Food, Restaurants, Sandwiches"
22045,Fua2G2W-oE7XoWnNIbnE5A,Subway,Kenner,LA,"Fruits & Veggies, Food, Sandwiches, Restaurants, Specialty Food, Fast Food"
22046,2qg67Mq6cKjl1GPbls32Dg,Subway,Reno,NV,"Restaurants, Sandwiches, Fast Food"
22047,gCin0EV57Dy0XpMm2GiwYw,Subway,Reno,NV,"Sandwiches, Fast Food, Restaurants"
22048,sKFQZ3kUJyMFT9d2B3xkyA,Subway,Kenner,LA,"Sandwiches, Food, Restaurants, Fast Food"
22049,ZJQZ0QLow05pfXLjzsjm8w,Subway,Indianapolis,IN,"Sandwiches, Restaurants, Fast Food"
22050,fq2r7qCmyxOQ0NHPRjOhlw,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22051,JOeBFyoy9qH8vq6UGTfoew,Subway,Tucson,AZ,"Fast Food, Restaurants, Sandwiches"
22052,O0e34ICtjtOZuvSN6-lGxg,Subway,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food"
22053,np5GqYxPjiwGNPSlR-V_iA,Subway,Boise,ID,"Restaurants, Sandwiches, Fast Food"
22054,lW0TV2wz00jSbtNV4JqA0Q,Subway,St Petersburg,FL,"Sandwiches, Restaurants, Fast Food"
22055,e9dMpY4Lm8w9z_A4br4Slg,Subway,Rock Hill,MO,"Restaurants, Sandwiches, Fast Food"
22056,0bzkJPZaxJI0aWh20ayBJQ,Subway,Millstadt,IL,"Restaurants, Sandwiches, Fast Food"
22057,Hcpnj06bcY9AuvhDjMGTkw,Subway,Philadelphia,PA,"Sandwiches, Salad, Restaurants, Fast Food"
22058,eEVshVMh8o6NrtsFv1P0LA,Subway,St Louis,MO,"Fast Food, Restaurants, Sandwiches"
22059,UoWQQanrWuzXteBerAis2Q,Subway,Imperial,MO,"Restaurants, Sandwiches, Fast Food"
22060,3VdScOpQ4N1N-EqjA9NwZg,Subway,Nashville,TN,"Sandwiches, Restaurants, Fast Food"
22061,VqXABZYXe54vr5kpsKbFsg,Subway,Seminole,FL,"Fast Food, Sandwiches, Restaurants"
22062,QUX85oHOfZLmb-t9wxIOmg,Subway,Spring Hill,FL,"Sandwiches, Fast Food, Restaurants"
22063,QwADkhkZHUIR2QZ29axn6w,Subway,Clearwater,FL,"Fast Food, Restaurants, Sandwiches"
22064,XkH6z8F30_TEljJ6OWjTIw,Subway,Nashville,TN,"Fast Food, Sandwiches, Restaurants"
22065,ijRJToHha_hzjSw3aod9HQ,Subway,Tucson,AZ,"Fast Food, Restaurants, Sandwiches"
22066,3eh3fHpfOBj6agJxvjtYjQ,Subway,Nashville,TN,"Sandwiches, Restaurants, Fast Food"
22067,IVHSJYj7Z1srKbZNhmxM7Q,Subway,Kingston Springs,TN,"Fast Food, Sandwiches, Restaurants"
22068,zciO1XFzcKlX98Bi3XOGww,Subway,Bellville,IL,"Restaurants, Sandwiches, Fast Food"
22069,lJ0kV8sQGPPw4Fm7Q5i-7A,Subway,Edwardsville,IL,"Restaurants, Fast Food, Delis, Sandwiches"
22070,asNmnXz9rT7JpJuvuX408w,Subway,Jefferson,LA,"Restaurants, Sandwiches, Fast Food"
22071,jOJcrm1gqLdJYad8bHWTLw,Subway,St Petersburg,FL,"Sandwiches, Restaurants"
22072,wGrlJ-BhKN81b_ulS5vuNg,Subway,Carmel,IN,"Sandwiches, Caterers, Fast Food, Restaurants, Event Planning & Services"
22073,3031rErwJYYpk5IafsrFyw,Subway,Brownsburg,IN,"Sandwiches, Restaurants, Fast Food"
22074,rhiHVsxEpESpDjwd1xcJIg,Subway,St Petersburg,FL,"Restaurants, Sandwiches, Fast Food"
22075,SqRS8tgUVzRWV2FgQ0A5PQ,Subway,New Orleans,LA,"Food, Sandwiches, Restaurants, Fast Food"
22076,udjadmbL9mx5VXb7sKOdWg,Subway,Metairie,LA,"Restaurants, Sandwiches, Specialty Food, Food, Fruits & Veggies, Fast Food"
22077,CSiJiPKT_OOJ6CzB0R2_GQ,Subway,Tampa,FL,"Restaurants, Sandwiches, Fast Food"
22078,gwnS2dSQ8O7z3tyAZgGd1Q,Subway,Indianapolis,IN,"Restaurants, Fast Food, Sandwiches"
22079,PQaHCaL-EUtWmTiejAQ30Q,Subway,Bensalem,PA,"Fast Food, Restaurants, Sandwiches"
22080,qmBYuem4NQv-5zWiVI3YLg,Subway,Nashville,TN,"Restaurants, Sandwiches, Fast Food"
22081,al-VBrMfrvecfnysfDBapQ,Subway,Edmonton,AB,"Restaurants, Sandwiches, Fast Food"
22082,AroThfwhNmj8YNlQePGwlQ,Subway,Maplewood,MO,"Sandwiches, Restaurants, Fast Food"
22083,EwblShAzTJ4Op6aJZYYuVA,Subway,St. Louis,MO,"Sandwiches, Restaurants, Fast Food"
22084,78X2nrDyQSjO4-VgPI9X2w,Subway,Westhampton,NJ,"Sandwiches, Fast Food, Italian, Restaurants"
22085,31s1x27DnN2V-ptUWEdfTQ,Subway,Indianapolis,IN,"Sandwiches, Restaurants, Fast Food"
22086,KXE13Chq-fy1H6dIVukX2w,Subway,Reno,NV,"Sandwiches, Fast Food, Restaurants"
22087,mLySMuCql2eg-mqwj7Ge0w,Subway,St Louis,MO,"Restaurants, Sandwiches, Fast Food"
22088,wQnVwt98pXX0n0Szro_XGg,Subway,St Petersburg,FL,"Restaurants, Sandwiches, Fast Food"
22089,cJwEovDtd2G_HcRZRRkYOQ,Subway,New Orleans,LA,"Restaurants, Sandwiches, Fast Food"
22090,sygVxYFPJGqOV3QLZKKkxg,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22091,Jnxn6VH6L0fwSZDuBTjpTA,Subway,Nashville,TN,"Food, Fast Food, Sandwiches, Restaurants"
22092,X8B-qqJT5bzrUH_wkjhVbQ,Subway,Fenton,MO,"Sandwiches, Restaurants, Fast Food"
22093,MWD2LFCQ-f4zezkM7fpsSQ,Subway,Indianapolis,IN,"Fast Food, Restaurants, Sandwiches"
22094,4z-7YMw9_YMszg2oETuKbw,Subway,St Louis,MO,"Sandwiches, Restaurants, Fast Food"
22095,tUVHyBR-i6Jzrtp8FAiROA,Subway,Maryland Heights,MO,"Sandwiches, Delis, Fast Food, Restaurants"
22096,D17gTqd11OdMYBC6i6pORw,Subway,Tucson,AZ,"Restaurants, Fast Food, Sandwiches"
22097,-O_fh3A0IdvR_sg--mmoPQ,Subway,Saint Louis,MO,"Sandwiches, Fast Food, Restaurants"
22098,-bUlpYP74Ei8VkSGpsltNQ,Subway,St Louis,MO,"Sandwiches, Restaurants, Fast Food"
22099,3THqdvjsEoodk6g0jJNN_g,Subway,Clearwater,FL,"Sandwiches, Fast Food, Restaurants"
22100,lFuja-ynvWAMLOqgw4Hzdw,Subway,Mooresville,IN,"Restaurants, Sandwiches, Fast Food"
22101,6bKW-ugklyJPnfFpmWSrzg,Subway,Tampa,FL,"Sandwiches, Fast Food, Restaurants"
22102,O5Z8X1I8hqYnl0AC16SnjQ,Subway,Clearwater,FL,"Restaurants, Sandwiches, Fast Food"
22103,6ABon6uRYt9Ji_W4ehn9lg,Subway,Boise,ID,"Sandwiches, Restaurants, Fast Food"
22104,bYLEx3Al5ONUopUZ03aoiA,Subway,King of Prussia,PA,"American (New), Fast Food, Sandwiches, Restaurants"
22105,jLNxPH975elBwriKSjhw7w,Subway,Indianapolis,IN,"Sandwiches, Restaurants, Fast Food"
22106,q2rNovrR1ygAr5TLHSX70g,Subway,New Orleans,LA,"Food, Restaurants, Fast Food, Sandwiches"
22107,GFgK7im49cYOMFanYc7SYg,Subway,Carmel,IN,"Sandwiches, Restaurants, Fast Food"
22108,RhuFGWbkMSHWPEFvHVX5hg,Subway,New Orleans,LA,"Fruits & Veggies, Food, Fast Food, Specialty Food, Restaurants, Sandwiches"
22109,0RI2smA-v-pGZPmq1jc6wg,Subway,St Petersburg,FL,"Sandwiches, Fast Food, Restaurants"
22110,qhhznOo5NgdkhAti7qj3dA,Subway,New Orleans,LA,"Food, Restaurants, Fast Food, Specialty Food, Fruits & Veggies, Sandwiches"
22111,6Ok27EEt4IDU_8gAXP591w,Subway,Indianapolis,IN,"Sandwiches, Restaurants, Fast Food"
22112,bS159Nk4-BNn2nwvPyQlVA,Subway,Oldsmar,FL,"Restaurants, Fast Food, Sandwiches"
22113,iKD7r01uxosBnLPQSLVBTQ,Subway,Greenwood,IN,"Sandwiches, Fast Food, Restaurants"
22114,GCeVyw84N1FkIcTaA14BUA,Subway,Reno,NV,"Sandwiches, Restaurants, American (New), Fast Food"
22115,Za9ilgZ-9VnTJnl2jKlQlA,Subway,Tampa,FL,"Sandwiches, Delis, Restaurants, Fast Food"
22116,M1X4m8qCde-gf_qyDEkqFA,Subway,Antioch,TN,"Food, Sandwiches, Restaurants, Fast Food"
22117,iDhp4LM3no0BodRzm4inCA,Subway,O'Fallon,IL,"Restaurants, Sandwiches, Fast Food"
22118,mx5UL3OmOE2iExxYYF4-og,Subway,St Louis,MO,"Sandwiches, Fast Food, Restaurants"
22119,RatJCtQ8j4cG80vAPr9UAw,Subway,New Orleans,LA,"Fruits & Veggies, Specialty Food, Food, Restaurants, Sandwiches, Fast Food"
22120,WsXilzHbcR9fUoNjTZhUXA,Subway,Nashville,TN,"Restaurants, Sandwiches, Fast Food"
22121,GwUfmvUOAWmByr0rRn2aTA,Subway,Alton,IL,"Fast Food, Sandwiches, Restaurants"
22122,4zy6I_nO7u4FVo1305mSfg,Subway,Metairie,LA,"Sandwiches, Specialty Food, Restaurants, Fruits & Veggies, Food, Fast Food"
22123,ep9S1yrEiSo_WxXbTSPjkA,Subway,Edmonton,AB,"Sandwiches, Fast Food, Restaurants"
22124,KE_oM4y1GMI3YMOnnqHqRQ,Subway,Levittown,PA,"Restaurants, Fast Food, Sandwiches"
22125,pFtvNuoUppn9GYx0_ZsW5w,Subway,Indianapolis,IN,"Sandwiches, Restaurants, Fast Food"
22126,3VGNIXzTuIl8qtu2uksaog,Subway,Metairie,LA,"Restaurants, Sandwiches, Fast Food"
22127,CLXAH-PtMswVupgkEsW3uQ,Subway,Kenner,LA,"Sandwiches, Restaurants, Fast Food"
22128,UQJXnNKl_RHH2t7iuT1fig,Subway,Ballwin,MO,"Restaurants, Sandwiches, Fast Food"
22129,Ur1a_V1Gd5891Mcb42I1ig,Subway,Dunedin,FL,"Restaurants, Sandwiches, Fast Food"
22130,2VfHzfVG4h61vFI6bh4xmA,Subway,Ruskin,FL,"Restaurants, Fast Food, Sandwiches"
22131,g88mb6am4W2u_XNDN00y1A,Subway,Creve Coeur,MO,"Restaurants, Sandwiches, Fast Food"
22132,HUNja54hC16w8jWPKVQqHA,Subway,Tucson,AZ,"Sandwiches, Fast Food, Restaurants"
22133,Fk41qgSzUf6ryZSmfhEt7w,Subway,Brentwood,MO,"Sandwiches, Fast Food, Restaurants"
22134,yDriUh65Wpx1HnTmXln9nw,Subway,Edmonton,AB,"Restaurants, Fast Food, Sandwiches"
22135,AnHSEz3G2AL4GK6c1-6xew,Subway,Largo,FL,"Sandwiches, Fast Food, Restaurants"
22136,PdnqUb4snxEV8TG6gNP1_Q,Subway,Willow Grove,PA,"Sandwiches, Restaurants, Fast Food"
22137,Om6OwVsJ_t2XHQBYKnlcHg,Subway,Edmonton,AB,"Fast Food, Sandwiches, Restaurants"
22138,0VSWfyUe9o-8rWAHf84syg,Subway,Tucson,AZ,"Sandwiches, Fast Food, Restaurants"
22139,HgEGX1GEepZ0DbugCfstvQ,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22140,cuCa48riHFi_YYEZFrSApw,Subway,Maryland Heights,MO,"Restaurants, Sandwiches, Fast Food"
22141,bRPClKcPV9DMZonu7xAT8w,Subway,St Petersburg,FL,"Restaurants, Sandwiches, Fast Food"
22142,4DcbElb9dw9exZJF3BnK5w,Subway,Tucson,AZ,"Restaurants, Sandwiches, Fast Food"
22143,n7dDWe16p-I9L8MLOHFHWA,Subway,Sparks,NV,"Sandwiches, Restaurants, Fast Food"
22144,VZzivJEbmHItOxNXJB3SpA,Subway,Brentwood,TN,"Sandwiches, Fast Food, Restaurants"
22145,9_DJMSzn5PtMit78KFrwaw,Subway,New Orleans,LA,"Restaurants, Sandwiches, Fast Food"
22146,K82E9u79QkUzBPYkNFBhuA,Subway,Kenner,LA,"Restaurants, Sandwiches, Fast Food"
22147,mca8Sx8I9M9Jz75O9f096Q,Subway,New Whiteland,IN,"Fast Food, Restaurants, Sandwiches"
22148,1FliMoYQnq72HRxEIPY0_A,Subway,Philadelphia,PA,"Restaurants, Sandwiches, Fast Food"
22149,L89m0394VQpzabZSXY62Jw,Subway,Nashville,TN,"Restaurants, Sandwiches, Fast Food"
22150,H3gkB_js-kfN4WFojFugAQ,Subway,Metairie,LA,"Fast Food, Sandwiches, Restaurants"
22151,Rp-LsUkZrQhxvEGPe9nhoQ,Subway,Antioch,TN,"Sandwiches, Restaurants, Fast Food"
22152,BQVgKbITz9nPnQASBjH63g,Subway,St Louis,MO,"Restaurants, Sandwiches, Fast Food"
22153,tD7avs4DU89CS9iA5b3HTA,Subway,Clayton,MO,"Fast Food, Sandwiches, Restaurants"
22154,xuhn6Itsf--h8-epxirWGw,Subway,St Louis,MO,"Sandwiches, Restaurants, Fast Food"
22155,6dBTa5IQLANpgRaWZJCMBQ,Subway,New Orleans,LA,"Fast Food, Sandwiches, Restaurants"
22156,Yoxril34Timi9_e2nAvdHg,Subway,Nashville,TN,"Sandwiches, Fast Food, Restaurants"
22157,A3FD_WGaUBASqbR8ID6ZUA,Subway,Edmonton,AB,"Sandwiches, Restaurants, Food, Fast Food"
22158,B0Eb6aEgVIOdo7Jt-d0omA,Subway,Nashville,TN,"Sandwiches, Restaurants, Fast Food"
22159,lcTR-NewLIrTTYwyAJJzUg,Subway,New Orleans,LA,"Restaurants, Fast Food, Sandwiches"
22160,TdMja0lg8l5kdTc9qtZoZg,Subway,Philadelphia,PA,"Restaurants, Fast Food, Sandwiches"
22161,QuZedyMTfhVwAYONCvtCVg,Subway,Nashville,TN,"Delis, Restaurants, Fast Food, Sandwiches"
22162,Q4OTSH9DaoeqtYcg6qYtZg,Subway,Wilmington,DE,"Fast Food, Sandwiches, Restaurants"
22163,iZjH7SKfiPSplPIHvbhwtQ,Subway,Green Valley,AZ,"Fast Food, Sandwiches, Restaurants"
22164,V-SqlUHxG6ayG93waNnyjQ,Subway,Maryland Heights,MO,"Restaurants, Fast Food, Delis, Sandwiches"
22165,Pz49gFAaCXB130Q7fhwtmA,Subway,Chalmette,LA,"Restaurants, Sandwiches, Fast Food"
22166,GZA3iZJm6-_-UT95BerzUw,Subway,St Pete Beach,FL,"Sandwiches, Restaurants, Fast Food"
22167,pmIVrqAy4gxBUqomsCL6Ig,Subway,Philadelphia,PA,"Restaurants, Sandwiches, Fast Food, Food, Salad, Pizza"
22168,bAoaqkzsAPJ8gZ6Ffw1kGg,Subway,Tucson,AZ,"Restaurants, Fast Food, Sandwiches"
22169,CyctXClhoy8YamJjcE2ifg,Subway,St Louis,MO,"Fast Food, Sandwiches, Restaurants"
22170,n2TGZRY4xTXASWh0baHzEw,Subway,Lithia,FL,"Restaurants, Sandwiches, Fast Food"
22171,GXwChmM3Kam95-BWU5nCxg,Subway,White House,TN,"Sandwiches, Fast Food, Restaurants"
22172,YHpaAneR3gxFm6Ol_EKJAg,Subway,Tampa,FL,"Restaurants, Sandwiches, Delis, Fast Food"
22173,WMyF7FDJBl3H2cL0Pe25Lg,Subway,Tucson,AZ,"Fast Food, Restaurants, Sandwiches"
22174,kZL8fbQKQOS5H1jqbqUGTA,Subway,Zionsville,IN,"Fast Food, Restaurants, Sandwiches"
22175,0xKA6W8zTfs9MH-P-yvYNg,Subway,Mt. Juliet,TN,"Restaurants, Food, Do-It-Yourself Food, Fast Food, Sandwiches"
22176,d-hMYlJ-hMAHSgd3KvYcWg,Subway,Reno,NV,"Food Delivery Services, Restaurants, Delis, Sandwiches, Food, Fast Food"
22177,58w6OoOfo_xEpAyPfY9dOA,Subway,Valrico,FL,"Fast Food, Delis, Sandwiches, Restaurants"
22178,H3G4upTI99ZKxtjLkDXz7Q,Subway,Nashville,TN,"Sandwiches, Fast Food, Restaurants"
22179,C96ynw3G1KrqBOdafxbTKw,Subway,Sun City Center,FL,"Restaurants, Fast Food, Sandwiches"
22180,MFAXAqQoJWUr8I5_nuGuuA,Subway,Webster Groves,MO,"Restaurants, Fast Food, Sandwiches"
22181,9o8RiObxO9L7gXzLHt-deA,Subway,Dunedin,FL,"Sandwiches, Restaurants, Fast Food"
22182,UkH7TqgETnveiizXkv9mmw,Subway,St Petersburg,FL,"Sandwiches, Restaurants, Fast Food"
22183,KXW2kATTrnWZlY3TBVJqHA,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22184,JU3M7AnNlWvwAf5iRYC1cA,Subway,St Louis,MO,"Sandwiches, Fast Food, Restaurants"
22185,hEPE9w8BNBp9_JqjKE3T7A,Subway,Tucson,AZ,"Restaurants, Fast Food, Sandwiches"
22186,-7UDKbg_8TL4LVuYR6Ooyw,Subway,Clearwater,FL,"Sandwiches, Fast Food, Restaurants"
22187,hdhTBd-fs4OF0y1Vx3wikg,Subway,Tampa,FL,"Sandwiches, Fast Food, Restaurants"
22188,SZnRcUzK_HB-UTKpwU-dfg,Subway,Lutz,FL,"Restaurants, Sandwiches, Fast Food"
22189,aXcjf0vL1U4FmWANWyf1nQ,Subway,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food"
22190,7e4PHzKqvtxcbxcXy6Jn3g,Subway,St Louis,MO,"Restaurants, Food, Sandwiches, Fast Food"
22191,cuXUuoOSZ4VbV6jvh3BC0A,Subway,Reno,NV,"Sandwiches, Restaurants, Fast Food"
22192,1lwulkAD5htni3rbHW8oeg,Subway,Santa Barbara,CA,"Restaurants, Sandwiches, Salad, Fast Food"
22193,6PwSM72ScNBBqIBtKQRsTw,Subway,Thonosassa,FL,"Salad, Wraps, Fast Food, Restaurants, Sandwiches"
22194,vpV8g_SAY8TR8Jmzevuw5g,Subway,Philadelphia,PA,"Fast Food, Sandwiches, Restaurants, Salad, American (Traditional)"
22195,4iRZPPkZ4-EDbgEoYswUMw,Subway,High Ridge,MO,"Fast Food, Restaurants, Sandwiches"
22196,5n9LmVHeAFsfWJv520et0w,Subway,Carmel,IN,"Restaurants, Sandwiches, Fast Food"
22197,C6ZTVm4BmpazpUTNzgVSqw,Subway,Philadelphia,PA,"Restaurants, Sandwiches, Fast Food"
22198,kZNtf6Pw5sEohpQl_4a3AA,Subway,Sahuarita,AZ,"Fast Food, Sandwiches, Restaurants"
22199,-RS_7SU42foCTItx4f3C6A,Subway,Edmonton,AB,"Sandwiches, Restaurants, Fast Food"
22200,ZoYq8ywyVBqBjY2uk61W8w,Subway,Tucson,AZ,"Delis, Restaurants, Sandwiches, Fast Food"
22201,gTrMIREEyNErXk0oGkXmlg,Subway,Hazelwood,MO,"Restaurants, Sandwiches, Fast Food"
22202,M2S5ELqHjz1B1booBTN1dQ,Subway,Tampa,FL,"Sandwiches, Restaurants, Fast Food"
22203,nqsrL6BuIevb285dbdXjjA,Subway,Goleta,CA,"Restaurants, Sandwiches, Fast Food"
22204,67QczBNcTAYq8alxqwiZ5g,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22205,VGmFLqUP0K3dus_mGyqtIQ,Subway,Reno,NV,"Restaurants, Fast Food, Sandwiches"
22206,1QtF1bFgzG3Jo0-L4kv0Cg,Subway,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food"
22207,61kYBWieW5ydEW9VP2CPYw,Subway,Meridian,ID,"Restaurants, Sandwiches, Fast Food"
22208,APJQ-jyPYujo2Iw-OFOHlQ,Subway,Langhorne,PA,"Restaurants, Sandwiches"
22209,GxaFs9X1Z_XbS9KvahOSHg,Subway,Wesley Chapel,FL,"Restaurants, Fast Food, Sandwiches"
22210,UImXBF88u9ZpdJhZp8EFYw,Subway,Boise,ID,"Restaurants, Fast Food, Sandwiches"
22211,QZ5p6y3f3qd59QCIWEOx-w,Subway,Indianapolis,IN,"Sandwiches, Fast Food, Restaurants, Food"
22212,MqHiYxmG6Y7LDXhjHP3H4A,Subway,Indianapolis,IN,"Restaurants, Fast Food, Sandwiches"
22213,ybgLYF_SpBTmlWqa3S3lcw,Subway,Pottstown,PA,"Restaurants, Sandwiches, Fast Food"
22214,g9-krE9nt-pyIcKhuUO3-A,Subway,New Orleans,LA,"Specialty Food, Fruits & Veggies, Food, Restaurants, Fast Food, Sandwiches"
22215,zJdQwRbI7p0bH_60sfBSYA,Subway,Fenton,MO,"Sandwiches, Fast Food, Restaurants"
22216,qpIpYSzySrqNmPWEPNplug,Subway,Greenwood,IN,"Restaurants, Fast Food, Sandwiches"
22217,vLdELbSYtwKVpkl4ownLEA,Subway,Eagle,ID,"Sandwiches, Fast Food, Restaurants"
22218,YA4j4UBDpEv4cnP8alqScg,Subway,Tucson,AZ,"Fast Food, Restaurants, Sandwiches"
22219,hwRGsA-nW5Hi9LTApwA5RA,Subway,Boise,ID,"Sandwiches, Restaurants, Fast Food"
22220,rWW3oGwFEb1TGhuioDDyHw,Subway,Florissant,MO,"Fast Food, Restaurants, Sandwiches"
22221,o-mPNuDkMsO7uxOZ2H8w9w,Subway,Affton,MO,"Sandwiches, Fast Food, Restaurants"
22222,iiGZ9enC2Ykvcp4B6qnk6g,Subway,Riverview,FL,"Restaurants, Fast Food, Sandwiches"
22223,VciWUuWgNshjkRDPHiFCoQ,Subway,Santa Barbara,CA,"Sandwiches, Breakfast & Brunch, Restaurants, Fast Food"
